Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real,,,,
2010,5,201005,Broome,Perth,Broome - Perth,378,448.2338205,,,,
2010,5,201005,Bundaberg,Brisbane,Bundaberg - Brisbane,210,249.0187891,,,,
2010,5,201005,Cairns,Melbourne,Cairns - Melbourne,479.9,569.0672234,,,,
2010,5,201005,Cairns,Sydney,Cairns - Sydney,354,419.7745303,,,,
2010,5,201005,Cairns,Townsville,Cairns - Townsville,118,139.9248434,,,,
2010,5,201005,Canberra,Melbourne,Canberra - Melbourne,76,90.12108559,,,,
2010,5,201005,Canberra,Sydney,Canberra - Sydney,154,182.6137787,,,,
2010,5,201005,Coffs Harbour,Sydney,Coffs Harbour - Sydney,210,249.0187891,,,,
2010,5,201005,Darwin,Melbourne,Darwin - Melbourne,388.95,461.2183716,,,,
2010,5,201005,Darwin,Perth,Darwin - Perth,448,531.2400835,,,,
2010,5,201005,Darwin,Sydney,Darwin - Sydney,418.95,496.7924843,,,,
2010,5,201005,Devonport,Melbourne,Devonport - Melbourne,198,234.7891441,,,,
2010,5,201005,Dubbo,Sydney,Dubbo - Sydney,248,294.0793319,,,,
2010,5,201005,Geraldton,Perth,Geraldton - Perth,313.14,371.3225887,,,,
2010,5,201005,Gold Coast,Sydney,Gold Coast - Sydney,56,66.40501044,,,,
2010,5,201005,Hamilton Island,Sydney,Hamilton Island - Sydney,318,377.085595,,,,
2010,5,201005,Hervey Bay,Sydney,Hervey Bay - Sydney,250,296.4509395,,,,
2010,5,201005,Hobart,Melbourne,Hobart - Melbourne,76,90.12108559,,,,
2010,5,201005,Hobart,Sydney,Hobart - Sydney,198,234.7891441,,,,
2010,5,201005,Kalgoorlie,Perth,Kalgoorlie - Perth,257.37,305.1903132,,,,
2010,5,201005,Karratha,Perth,Karratha - Perth,318.12,377.2278914,,,,
2010,5,201005,Launceston,Melbourne,Launceston - Melbourne,73,86.56367432,,,,
2010,5,201005,Launceston,Sydney,Launceston - Sydney,229.9,272.6162839,,,,
2010,5,201005,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,146,173.1273486,,,,
2010,5,201005,Sunshine Coast,Sydney,Sunshine Coast - Sydney,158,187.3569937,,,,
2010,5,201005,Melbourne,Gold Coast,Melbourne - Gold Coast,156,184.9853862,,,,
2010,5,201005,Melbourne,Mildura,Melbourne - Mildura,198,234.7891441,,,,
2010,5,201005,Melbourne,Perth,Melbourne - Perth,126,149.4112735,,,,
2010,5,201005,Melbourne,Sydney,Melbourne - Sydney,56,66.40501044,,,,
2010,5,201005,Melbourne,Newcastle,Melbourne - Newcastle,144,170.7557411,,,,
2010,5,201005,Paraburdoo,Perth,Paraburdoo - Perth,409,484.993737,,,,
2010,5,201005,Perth,Newman,Perth - Newman,378,448.2338205,,,,
2010,5,201005,Perth,Port Hedland,Perth - Port Hedland,368,436.3757829,,,,
2010,5,201005,Perth,Sydney,Perth - Sydney,328,388.9436326,,,,
2010,5,201005,Port Macquarie,Sydney,Port Macquarie - Sydney,158,187.3569937,,,,
2010,5,201005,Sydney,Tamworth,Sydney - Tamworth,190,225.302714,,,,
2010,5,201005,Sydney,Townsville,Sydney - Townsville,278.95,330.7799582,,,,
2010,5,201005,Sydney,Wagga Wagga,Sydney - Wagga Wagga,214,253.7620042,,,,
2010,5,201005,Newcastle,Gold Coast,Newcastle - Gold Coast,168.95,200.3415449,,,,
2010,6,201006,Adelaide,Alice Springs,Adelaide - Alice Springs,524,621.3611691,,,,
2010,6,201006,Adelaide,Brisbane,Adelaide - Brisbane,116,137.5532359,,,,
2010,6,201006,Adelaide,Canberra,Adelaide - Canberra,258,305.9373695,,,,
2010,6,201006,Adelaide,Darwin,Adelaide - Darwin,558,661.6784969,,,,
2010,6,201006,Adelaide,Gold Coast,Adelaide - Gold Coast,146,173.1273486,,,,
2010,6,201006,Adelaide,Melbourne,Adelaide - Melbourne,56,66.40501044,,,,
2010,6,201006,Adelaide,Perth,Adelaide - Perth,348,412.6597077,,,,
2010,6,201006,Adelaide,Port Lincoln,Adelaide - Port Lincoln,177.65,210.6580376,,,,
2010,6,201006,Adelaide,Sydney,Adelaide - Sydney,86,101.9791232,,,,
2010,6,201006,Albury,Sydney,Albury - Sydney,170,201.5866388,,,,
2010,6,201006,Alice Springs,Darwin,Alice Springs - Darwin,598,709.1106472,,,,
2010,6,201006,Alice Springs,Melbourne,Alice Springs - Melbourne,276,327.2818372,,,,
2010,6,201006,Alice Springs,Sydney,Alice Springs - Sydney,728,863.2651357,,,,
2010,6,201006,Avalon,Brisbane,Avalon - Brisbane,158,187.3569937,,,,
2010,6,201006,Avalon,Sydney,Avalon - Sydney,88,104.3507307,,,,
2010,6,201006,Ayers Rock,Cairns,Ayers Rock - Cairns,748,886.9812109,,,,
2010,6,201006,Ayers Rock,Sydney,Ayers Rock - Sydney,714,846.6638831,,,,
2010,6,201006,Ballina,Sydney,Ballina - Sydney,158,187.3569937,,,,
2010,6,201006,Brisbane,Cairns,Brisbane - Cairns,298,353.3695198,,,,
2010,6,201006,Brisbane,Canberra,Brisbane - Canberra,235,278.6638831,,,,
2010,6,201006,Brisbane,Darwin,Brisbane - Darwin,568,673.5365344,,,,
2010,6,201006,Brisbane,Emerald,Brisbane - Emerald,316,374.7139875,,,,
2010,6,201006,Brisbane,Gladstone,Brisbane - Gladstone,182,215.8162839,,,,
2010,6,201006,Brisbane,Hamilton Island,Brisbane - Hamilton Island,178,211.0730689,,,,
2010,6,201006,Brisbane,Mackay,Brisbane - Mackay,148,175.4989562,,,,
2010,6,201006,Brisbane,Melbourne,Brisbane - Melbourne,116,137.5532359,,,,
2010,6,201006,Brisbane,Mount Isa,Brisbane - Mount Isa,544,645.0772443,,,,
2010,6,201006,Brisbane,Perth,Brisbane - Perth,648,768.4008351,,,,
2010,6,201006,Brisbane,Proserpine,Brisbane - Proserpine,138,163.6409186,,,,
2010,6,201006,Brisbane,Rockhampton,Brisbane - Rockhampton,56,66.40501044,,,,
2010,6,201006,Brisbane,Sydney,Brisbane - Sydney,130,154.1544885,,,,
2010,6,201006,Brisbane,Townsville,Brisbane - Townsville,228,270.3632568,,,,
2010,6,201006,Brisbane,Newcastle,Brisbane - Newcastle,88,104.3507307,,,,
2010,6,201006,Broome,Perth,Broome - Perth,368,436.3757829,,,,
2010,6,201006,Bundaberg,Brisbane,Bundaberg - Brisbane,210,249.0187891,,,,
2010,6,201006,Cairns,Melbourne,Cairns - Melbourne,498,590.5302714,,,,
2010,6,201006,Cairns,Sydney,Cairns - Sydney,408,483.8079332,,,,
2010,6,201006,Cairns,Townsville,Cairns - Townsville,118,139.9248434,,,,
2010,6,201006,Canberra,Melbourne,Canberra - Melbourne,86,101.9791232,,,,
2010,6,201006,Canberra,Sydney,Canberra - Sydney,154,182.6137787,,,,
2010,6,201006,Coffs Harbour,Sydney,Coffs Harbour - Sydney,154,182.6137787,,,,
2010,6,201006,Darwin,Melbourne,Darwin - Melbourne,458,543.0981211,,,,
2010,6,201006,Darwin,Perth,Darwin - Perth,548,649.8204593,,,,
2010,6,201006,Darwin,Sydney,Darwin - Sydney,498,590.5302714,,,,
2010,6,201006,Devonport,Melbourne,Devonport - Melbourne,239,283.4070981,,,,
2010,6,201006,Dubbo,Sydney,Dubbo - Sydney,249.42,295.7631733,,,,
2010,6,201006,Geraldton,Perth,Geraldton - Perth,316.99,375.8879332,,,,
2010,6,201006,Gold Coast,Sydney,Gold Coast - Sydney,106,125.6951983,,,,
2010,6,201006,Hamilton Island,Sydney,Hamilton Island - Sydney,278,329.6534447,,,,
2010,6,201006,Hervey Bay,Sydney,Hervey Bay - Sydney,264,313.0521921,,,,
2010,6,201006,Hobart,Melbourne,Hobart - Melbourne,56,66.40501044,,,,
2010,6,201006,Hobart,Sydney,Hobart - Sydney,198,234.7891441,,,,
2010,6,201006,Kalgoorlie,Perth,Kalgoorlie - Perth,261.22,309.7556576,,,,
2010,6,201006,Karratha,Perth,Karratha - Perth,321.97,381.7932359,,,,
2010,6,201006,Launceston,Melbourne,Launceston - Melbourne,56,66.40501044,,,,
2010,6,201006,Launceston,Sydney,Launceston - Sydney,158,187.3569937,,,,
2010,6,201006,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,196,232.4175365,,,,
2010,6,201006,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,211.0730689,,,,
2010,6,201006,Melbourne,Gold Coast,Melbourne - Gold Coast,128,151.782881,,,,
2010,6,201006,Melbourne,Mildura,Melbourne - Mildura,124,147.039666,,,,
2010,6,201006,Melbourne,Perth,Melbourne - Perth,486,576.3006263,,,,
2010,6,201006,Melbourne,Sydney,Melbourne - Sydney,116,137.5532359,,,,
2010,6,201006,Melbourne,Newcastle,Melbourne - Newcastle,150,177.8705637,,,,
2010,6,201006,Paraburdoo,Perth,Paraburdoo - Perth,429,508.7098121,,,,
2010,6,201006,Perth,Newman,Perth - Newman,350,415.0313152,,,,
2010,6,201006,Perth,Port Hedland,Perth - Port Hedland,398,471.9498956,,,,
2010,6,201006,Perth,Sydney,Perth - Sydney,379,449.4196242,,,,
2010,6,201006,Port Macquarie,Sydney,Port Macquarie - Sydney,158,187.3569937,,,,
2010,6,201006,Sydney,Tamworth,Sydney - Tamworth,230,272.7348643,,,,
2010,6,201006,Sydney,Townsville,Sydney - Townsville,318,377.085595,,,,
2010,6,201006,Sydney,Wagga Wagga,Sydney - Wagga Wagga,216.11,256.2640501,,,,
2010,6,201006,Newcastle,Gold Coast,Newcastle - Gold Coast,138,163.6409186,,,,
2010,7,201007,Adelaide,Alice Springs,Adelaide - Alice Springs,479,563.8797927,,,,
2010,7,201007,Adelaide,Brisbane,Adelaide - Brisbane,136,160.0994819,,,,
2010,7,201007,Adelaide,Canberra,Adelaide - Canberra,258,303.7181347,,,,
2010,7,201007,Adelaide,Darwin,Adelaide - Darwin,558,656.8787565,,,,
2010,7,201007,Adelaide,Gold Coast,Adelaide - Gold Coast,136,160.0994819,,,,
2010,7,201007,Adelaide,Melbourne,Adelaide - Melbourne,77.9,91.70404145,,,,
2010,7,201007,Adelaide,Perth,Adelaide - Perth,308,362.5782383,,,,
2010,7,201007,Adelaide,Port Lincoln,Adelaide - Port Lincoln,177.65,209.1299482,,,,
2010,7,201007,Adelaide,Sydney,Adelaide - Sydney,76,89.46735751,,,,
2010,7,201007,Albury,Sydney,Albury - Sydney,186.61,219.6776788,,,,
2010,7,201007,Alice Springs,Darwin,Alice Springs - Darwin,867,1020.634197,,,,
2010,7,201007,Alice Springs,Melbourne,Alice Springs - Melbourne,296,348.4518135,,,,
2010,7,201007,Alice Springs,Sydney,Alice Springs - Sydney,778,915.8632124,,,,
2010,7,201007,Avalon,Brisbane,Avalon - Brisbane,178,209.5419689,,,,
2010,7,201007,Avalon,Sydney,Avalon - Sydney,118,138.9098446,,,,
2010,7,201007,Ayers Rock,Cairns,Ayers Rock - Cairns,748,880.5471503,,,,
2010,7,201007,Ayers Rock,Sydney,Ayers Rock - Sydney,794,934.6984456,,,,
2010,7,201007,Ballina,Sydney,Ballina - Sydney,128,150.6818653,,,,
2010,7,201007,Brisbane,Cairns,Brisbane - Cairns,250,294.3005181,,,,
2010,7,201007,Brisbane,Canberra,Brisbane - Canberra,218,256.6300518,,,,
2010,7,201007,Brisbane,Darwin,Brisbane - Darwin,408,480.2984456,,,,
2010,7,201007,Brisbane,Emerald,Brisbane - Emerald,246,289.5917098,,,,
2010,7,201007,Brisbane,Gladstone,Brisbane - Gladstone,178,209.5419689,,,,
2010,7,201007,Brisbane,Hamilton Island,Brisbane - Hamilton Island,148,174.2259067,,,,
2010,7,201007,Brisbane,Mackay,Brisbane - Mackay,128,150.6818653,,,,
2010,7,201007,Brisbane,Melbourne,Brisbane - Melbourne,97.9,115.2480829,,,,
2010,7,201007,Brisbane,Mount Isa,Brisbane - Mount Isa,544,640.3979275,,,,
2010,7,201007,Brisbane,Perth,Brisbane - Perth,458,539.1585492,,,,
2010,7,201007,Brisbane,Proserpine,Brisbane - Proserpine,188,221.3139896,,,,
2010,7,201007,Brisbane,Rockhampton,Brisbane - Rockhampton,77.9,91.70404145,,,,
2010,7,201007,Brisbane,Sydney,Brisbane - Sydney,148,174.2259067,,,,
2010,7,201007,Brisbane,Townsville,Brisbane - Townsville,218,256.6300518,,,,
2010,7,201007,Brisbane,Newcastle,Brisbane - Newcastle,98,115.3658031,,,,
2010,7,201007,Broome,Perth,Broome - Perth,397,467.3492228,,,,
2010,7,201007,Bundaberg,Brisbane,Bundaberg - Brisbane,170,200.1243523,,,,
2010,7,201007,Cairns,Melbourne,Cairns - Melbourne,428,503.842487,,,,
2010,7,201007,Cairns,Sydney,Cairns - Sydney,327,384.9450777,,,,
2010,7,201007,Cairns,Townsville,Cairns - Townsville,138,162.453886,,,,
2010,7,201007,Canberra,Melbourne,Canberra - Melbourne,77.9,91.70404145,,,,
2010,7,201007,Canberra,Sydney,Canberra - Sydney,158,185.9979275,,,,
2010,7,201007,Coffs Harbour,Sydney,Coffs Harbour - Sydney,178,209.5419689,,,,
2010,7,201007,Darwin,Melbourne,Darwin - Melbourne,296,348.4518135,,,,
2010,7,201007,Darwin,Perth,Darwin - Perth,458,539.1585492,,,,
2010,7,201007,Darwin,Sydney,Darwin - Sydney,558,656.8787565,,,,
2010,7,201007,Devonport,Melbourne,Devonport - Melbourne,239,281.3512953,,,,
2010,7,201007,Dubbo,Sydney,Dubbo - Sydney,249.42,293.6177409,,,,
2010,7,201007,Geraldton,Perth,Geraldton - Perth,316.99,373.161285,,,,
2010,7,201007,Gold Coast,Sydney,Gold Coast - Sydney,87.9,103.4760622,,,,
2010,7,201007,Hamilton Island,Sydney,Hamilton Island - Sydney,318,374.3502591,,,,
2010,7,201007,Hervey Bay,Sydney,Hervey Bay - Sydney,228,268.4020725,,,,
2010,7,201007,Hobart,Melbourne,Hobart - Melbourne,57.9,68.16,,,,
2010,7,201007,Hobart,Sydney,Hobart - Sydney,168,197.7699482,,,,
2010,7,201007,Kalgoorlie,Perth,Kalgoorlie - Perth,375,441.4507772,,,,
2010,7,201007,Karratha,Perth,Karratha - Perth,321.97,379.0237513,,,,
2010,7,201007,Launceston,Melbourne,Launceston - Melbourne,57.9,68.16,,,,
2010,7,201007,Launceston,Sydney,Launceston - Sydney,168,197.7699482,,,,
2010,7,201007,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,136.95,161.2178238,,,,
2010,7,201007,Sunshine Coast,Sydney,Sunshine Coast - Sydney,118,138.9098446,,,,
2010,7,201007,Melbourne,Gold Coast,Melbourne - Gold Coast,107.9,127.0201036,,,,
2010,7,201007,Melbourne,Mildura,Melbourne - Mildura,224.27,264.0111088,,,,
2010,7,201007,Melbourne,Perth,Melbourne - Perth,296,348.4518135,,,,
2010,7,201007,Melbourne,Sydney,Melbourne - Sydney,56,65.92331606,,,,
2010,7,201007,Melbourne,Newcastle,Melbourne - Newcastle,138,162.453886,,,,
2010,7,201007,Paraburdoo,Perth,Paraburdoo - Perth,409,481.4756477,,,,
2010,7,201007,Perth,Newman,Perth - Newman,350,412.0207254,,,,
2010,7,201007,Perth,Port Hedland,Perth - Port Hedland,316,371.9958549,,,,
2010,7,201007,Perth,Sydney,Perth - Sydney,388,456.7544041,,,,
2010,7,201007,Port Macquarie,Sydney,Port Macquarie - Sydney,158,185.9979275,,,,
2010,7,201007,Sydney,Tamworth,Sydney - Tamworth,198,233.0860104,,,,
2010,7,201007,Sydney,Townsville,Sydney - Townsville,278,327.2621762,,,,
2010,7,201007,Sydney,Wagga Wagga,Sydney - Wagga Wagga,216.11,254.4051399,,,,
2010,7,201007,Newcastle,Gold Coast,Newcastle - Gold Coast,138,162.453886,,,,
2010,8,201008,Adelaide,Alice Springs,Adelaide - Alice Springs,508,598.0186528,,,,
2010,8,201008,Adelaide,Brisbane,Adelaide - Brisbane,111.19,130.8930984,,,,
2010,8,201008,Adelaide,Canberra,Adelaide - Canberra,248,291.946114,,,,
2010,8,201008,Adelaide,Darwin,Adelaide - Darwin,408,480.2984456,,,,
2010,8,201008,Adelaide,Gold Coast,Adelaide - Gold Coast,164.2,193.2965803,,,,
2010,8,201008,Adelaide,Melbourne,Adelaide - Melbourne,61.76,72.704,,,,
2010,8,201008,Adelaide,Perth,Adelaide - Perth,288,339.0341969,,,,
2010,8,201008,Adelaide,Port Lincoln,Adelaide - Port Lincoln,177.65,209.1299482,,,,
2010,8,201008,Adelaide,Sydney,Adelaide - Sydney,86.24,101.5219067,,,,
2010,8,201008,Albury,Sydney,Albury - Sydney,186.81,219.9131192,,,,
2010,8,201008,Alice Springs,Darwin,Alice Springs - Darwin,677,796.9658031,,,,
2010,8,201008,Alice Springs,Melbourne,Alice Springs - Melbourne,200.58,236.1231917,,,,
2010,8,201008,Alice Springs,Sydney,Alice Springs - Sydney,740,871.1295337,,,,
2010,8,201008,Avalon,Brisbane,Avalon - Brisbane,158,185.9979275,,,,
2010,8,201008,Avalon,Sydney,Avalon - Sydney,88,103.5937824,,,,
2010,8,201008,Ayers Rock,Cairns,Ayers Rock - Cairns,718,845.2310881,,,,
2010,8,201008,Ayers Rock,Sydney,Ayers Rock - Sydney,627,738.1056995,,,,
2010,8,201008,Ballina,Sydney,Ballina - Sydney,168,197.7699482,,,,
2010,8,201008,Brisbane,Cairns,Brisbane - Cairns,278,327.2621762,,,,
2010,8,201008,Brisbane,Canberra,Brisbane - Canberra,228,268.4020725,,,,
2010,8,201008,Brisbane,Darwin,Brisbane - Darwin,358,421.438342,,,,
2010,8,201008,Brisbane,Emerald,Brisbane - Emerald,290,341.388601,,,,
2010,8,201008,Brisbane,Gladstone,Brisbane - Gladstone,233,274.2880829,,,,
2010,8,201008,Brisbane,Hamilton Island,Brisbane - Hamilton Island,158,185.9979275,,,,
2010,8,201008,Brisbane,Mackay,Brisbane - Mackay,148,174.2259067,,,,
2010,8,201008,Brisbane,Melbourne,Brisbane - Melbourne,117.09,137.8385907,,,,
2010,8,201008,Brisbane,Mount Isa,Brisbane - Mount Isa,600,706.3212435,,,,
2010,8,201008,Brisbane,Perth,Brisbane - Perth,458,539.1585492,,,,
2010,8,201008,Brisbane,Proserpine,Brisbane - Proserpine,138,162.453886,,,,
2010,8,201008,Brisbane,Rockhampton,Brisbane - Rockhampton,59.18,69.66681865,,,,
2010,8,201008,Brisbane,Sydney,Brisbane - Sydney,148,174.2259067,,,,
2010,8,201008,Brisbane,Townsville,Brisbane - Townsville,208,244.8580311,,,,
2010,8,201008,Brisbane,Newcastle,Brisbane - Newcastle,118,138.9098446,,,,
2010,8,201008,Broome,Perth,Broome - Perth,466,548.5761658,,,,
2010,8,201008,Bundaberg,Brisbane,Bundaberg - Brisbane,217,255.4528497,,,,
2010,8,201008,Cairns,Melbourne,Cairns - Melbourne,488,574.4746114,,,,
2010,8,201008,Cairns,Sydney,Cairns - Sydney,397,467.3492228,,,,
2010,8,201008,Cairns,Townsville,Cairns - Townsville,138,162.453886,,,,
2010,8,201008,Canberra,Melbourne,Canberra - Melbourne,87.31,102.781513,,,,
2010,8,201008,Canberra,Sydney,Canberra - Sydney,158,185.9979275,,,,
2010,8,201008,Coffs Harbour,Sydney,Coffs Harbour - Sydney,190,223.6683938,,,,
2010,8,201008,Darwin,Melbourne,Darwin - Melbourne,192.88,227.0587358,,,,
2010,8,201008,Darwin,Perth,Darwin - Perth,478,562.7025907,,,,
2010,8,201008,Darwin,Sydney,Darwin - Sydney,438,515.6145078,,,,
2010,8,201008,Devonport,Melbourne,Devonport - Melbourne,246,289.5917098,,,,
2010,8,201008,Dubbo,Sydney,Dubbo - Sydney,249.42,293.6177409,,,,
2010,8,201008,Geraldton,Perth,Geraldton - Perth,316.99,373.161285,,,,
2010,8,201008,Gold Coast,Sydney,Gold Coast - Sydney,121.26,142.7475233,,,,
2010,8,201008,Hamilton Island,Sydney,Hamilton Island - Sydney,348,409.6663212,,,,
2010,8,201008,Hervey Bay,Sydney,Hervey Bay - Sydney,244,287.2373057,,,,
2010,8,201008,Hobart,Melbourne,Hobart - Melbourne,93.15,109.6563731,,,,
2010,8,201008,Hobart,Sydney,Hobart - Sydney,188,221.3139896,,,,
2010,8,201008,Kalgoorlie,Perth,Kalgoorlie - Perth,361,424.9699482,,,,
2010,8,201008,Karratha,Perth,Karratha - Perth,321.97,379.0237513,,,,
2010,8,201008,Launceston,Melbourne,Launceston - Melbourne,138,162.453886,,,,
2010,8,201008,Launceston,Sydney,Launceston - Sydney,178,209.5419689,,,,
2010,8,201008,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,165.41,194.7209948,,,,
2010,8,201008,Sunshine Coast,Sydney,Sunshine Coast - Sydney,198,233.0860104,,,,
2010,8,201008,Melbourne,Gold Coast,Melbourne - Gold Coast,128.74,151.5529948,,,,
2010,8,201008,Melbourne,Mildura,Melbourne - Mildura,197.87,232.9329741,,,,
2010,8,201008,Melbourne,Perth,Melbourne - Perth,277.9,327.144456,,,,
2010,8,201008,Melbourne,Sydney,Melbourne - Sydney,76.85,90.46797927,,,,
2010,8,201008,Melbourne,Newcastle,Melbourne - Newcastle,108,127.1378238,,,,
2010,8,201008,Paraburdoo,Perth,Paraburdoo - Perth,416,489.7160622,,,,
2010,8,201008,Perth,Newman,Perth - Newman,358,421.438342,,,,
2010,8,201008,Perth,Port Hedland,Perth - Port Hedland,358,421.438342,,,,
2010,8,201008,Perth,Sydney,Perth - Sydney,378,444.9823834,,,,
2010,8,201008,Port Macquarie,Sydney,Port Macquarie - Sydney,158,185.9979275,,,,
2010,8,201008,Sydney,Tamworth,Sydney - Tamworth,204,240.1492228,,,,
2010,8,201008,Sydney,Townsville,Sydney - Townsville,274,322.5533679,,,,
2010,8,201008,Sydney,Wagga Wagga,Sydney - Wagga Wagga,216.11,254.4051399,,,,
2010,8,201008,Newcastle,Gold Coast,Newcastle - Gold Coast,138,162.453886,,,,
2010,9,201009,Adelaide,Alice Springs,Adelaide - Alice Springs,539,634.5119171,,,,
2010,9,201009,Adelaide,Brisbane,Adelaide - Brisbane,197.9,232.9682902,,,,
2010,9,201009,Adelaide,Canberra,Adelaide - Canberra,297,349.6290155,,,,
2010,9,201009,Adelaide,Darwin,Adelaide - Darwin,468,550.9305699,,,,
2010,9,201009,Adelaide,Gold Coast,Adelaide - Gold Coast,247.9,291.8283938,,,,
2010,9,201009,Adelaide,Melbourne,Adelaide - Melbourne,107.9,127.0201036,,,,
2010,9,201009,Adelaide,Perth,Adelaide - Perth,328,386.1222798,,,,
2010,9,201009,Adelaide,Port Lincoln,Adelaide - Port Lincoln,182.05,214.3096373,,,,
2010,9,201009,Adelaide,Sydney,Adelaide - Sydney,127.9,150.5641451,,,,
2010,9,201009,Albury,Sydney,Albury - Sydney,172,202.4787565,,,,
2010,9,201009,Alice Springs,Darwin,Alice Springs - Darwin,610,718.0932642,,,,
2010,9,201009,Alice Springs,Melbourne,Alice Springs - Melbourne,457.9,539.040829,,,,
2010,9,201009,Alice Springs,Sydney,Alice Springs - Sydney,658,774.5989637,,,,
2010,9,201009,Avalon,Brisbane,Avalon - Brisbane,218,256.6300518,,,,
2010,9,201009,Avalon,Sydney,Avalon - Sydney,88,103.5937824,,,,
2010,9,201009,Ayers Rock,Cairns,Ayers Rock - Cairns,769,905.2683938,,,,
2010,9,201009,Ayers Rock,Sydney,Ayers Rock - Sydney,495,582.7150259,,,,
2010,9,201009,Ballina,Sydney,Ballina - Sydney,248,291.946114,,,,
2010,9,201009,Brisbane,Cairns,Brisbane - Cairns,278,327.2621762,,,,
2010,9,201009,Brisbane,Canberra,Brisbane - Canberra,176,207.1875648,,,,
2010,9,201009,Brisbane,Darwin,Brisbane - Darwin,358,421.438342,,,,
2010,9,201009,Brisbane,Emerald,Brisbane - Emerald,328,386.1222798,,,,
2010,9,201009,Brisbane,Gladstone,Brisbane - Gladstone,233,274.2880829,,,,
2010,9,201009,Brisbane,Hamilton Island,Brisbane - Hamilton Island,358,421.438342,,,,
2010,9,201009,Brisbane,Mackay,Brisbane - Mackay,148,174.2259067,,,,
2010,9,201009,Brisbane,Melbourne,Brisbane - Melbourne,217.9,256.5123316,,,,
2010,9,201009,Brisbane,Mount Isa,Brisbane - Mount Isa,613,721.6248705,,,,
2010,9,201009,Brisbane,Perth,Brisbane - Perth,537,632.157513,,,,
2010,9,201009,Brisbane,Proserpine,Brisbane - Proserpine,208,244.8580311,,,,
2010,9,201009,Brisbane,Rockhampton,Brisbane - Rockhampton,57.9,68.16,,,,
2010,9,201009,Brisbane,Sydney,Brisbane - Sydney,158,185.9979275,,,,
2010,9,201009,Brisbane,Townsville,Brisbane - Townsville,238,280.1740933,,,,
2010,9,201009,Brisbane,Newcastle,Brisbane - Newcastle,118,138.9098446,,,,
2010,9,201009,Broome,Perth,Broome - Perth,407,479.1212435,,,,
2010,9,201009,Bundaberg,Brisbane,Bundaberg - Brisbane,217,255.4528497,,,,
2010,9,201009,Cairns,Melbourne,Cairns - Melbourne,668,786.3709845,,,,
2010,9,201009,Cairns,Sydney,Cairns - Sydney,468,550.9305699,,,,
2010,9,201009,Cairns,Townsville,Cairns - Townsville,194,228.3772021,,,,
2010,9,201009,Canberra,Melbourne,Canberra - Melbourne,117.95,138.8509845,,,,
2010,9,201009,Canberra,Sydney,Canberra - Sydney,178,209.5419689,,,,
2010,9,201009,Coffs Harbour,Sydney,Coffs Harbour - Sydney,224,263.6932642,,,,
