Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real,,,,
2015,1,201501,Brisbane,Proserpine,Brisbane - Proserpine,160,170.1872659,,,,
2015,1,201501,Brisbane,Rockhampton,Brisbane - Rockhampton,210,223.3707865,,,,
2015,1,201501,Brisbane,Roma,Brisbane - Roma,278,295.7003745,,,,
2015,1,201501,Brisbane,Sydney,Brisbane - Sydney,110,117.0037453,,,,
2015,1,201501,Brisbane,Townsville,Brisbane - Townsville,218,231.8801498,,,,
2015,1,201501,Brisbane,Newcastle,Brisbane - Newcastle,128,136.1498127,,,,
2015,1,201501,Broome,Perth,Broome - Perth,510,542.4719101,,,,
2015,1,201501,Bundaberg,Brisbane,Bundaberg - Brisbane,230,244.6441948,,,,
2015,1,201501,Cairns,Gold Coast,Cairns - Gold Coast,228,242.5168539,,,,
2015,1,201501,Cairns,Melbourne,Cairns - Melbourne,258,274.4269663,,,,
2015,1,201501,Cairns,Sydney,Cairns - Sydney,314,333.9925094,,,,
2015,1,201501,Cairns,Townsville,Cairns - Townsville,250,265.917603,,,,
2015,1,201501,Canberra,Melbourne,Canberra - Melbourne,338,359.5205993,,,,
2015,1,201501,Canberra,Sydney,Canberra - Sydney,278,295.7003745,,,,
2015,1,201501,Coffs Harbour,Sydney,Coffs Harbour - Sydney,114,121.258427,,,,
2015,1,201501,Darwin,Melbourne,Darwin - Melbourne,408,433.9775281,,,,
2015,1,201501,Darwin,Perth,Darwin - Perth,590,627.5655431,,,,
2015,1,201501,Darwin,Sydney,Darwin - Sydney,338,359.5205993,,,,
2015,1,201501,Devonport,Melbourne,Devonport - Melbourne,290,308.4644195,,,,
2015,1,201501,Dubbo,Sydney,Dubbo - Sydney,250.1,266.02397,,,,
2015,1,201501,Geraldton,Perth,Geraldton - Perth,338,359.5205993,,,,
2015,1,201501,Gold Coast,Sydney,Gold Coast - Sydney,100,106.3670412,,,,
2015,1,201501,Hamilton Island,Sydney,Hamilton Island - Sydney,437,464.82397,,,,
2015,1,201501,Hobart,Melbourne,Hobart - Melbourne,90,95.73033708,,,,
2015,1,201501,Hobart,Sydney,Hobart - Sydney,158,168.0599251,,,,
2015,1,201501,Kalgoorlie,Perth,Kalgoorlie - Perth,430,457.3782772,,,,
2015,1,201501,Karratha,Perth,Karratha - Perth,618,657.3483146,,,,
2015,1,201501,Launceston,Melbourne,Launceston - Melbourne,120,127.6404494,,,,
2015,1,201501,Launceston,Sydney,Launceston - Sydney,128,136.1498127,,,,
2015,1,201501,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,240,255.2808989,,,,
2015,1,201501,Sunshine Coast,Sydney,Sunshine Coast - Sydney,180,191.4606742,,,,
2015,1,201501,Melbourne,Gold Coast,Melbourne - Gold Coast,160,170.1872659,,,,
2015,1,201501,Melbourne,Mildura,Melbourne - Mildura,238,253.1535581,,,,
2015,1,201501,Melbourne,Perth,Melbourne - Perth,334,355.2659176,,,,
2015,1,201501,Melbourne,Sydney,Melbourne - Sydney,118,125.5131086,,,,
2015,1,201501,Melbourne,Newcastle,Melbourne - Newcastle,154,163.8052434,,,,
2015,1,201501,Paraburdoo,Perth,Paraburdoo - Perth,618,657.3483146,,,,
2015,1,201501,Perth,Newman,Perth - Newman,618,657.3483146,,,,
2015,1,201501,Perth,Port Hedland,Perth - Port Hedland,808,859.4456929,,,,
2015,1,201501,Perth,Sydney,Perth - Sydney,360,382.9213483,,,,
2015,1,201501,Port Macquarie,Sydney,Port Macquarie - Sydney,258,274.4269663,,,,
2015,1,201501,Sydney,Tamworth,Sydney - Tamworth,210,223.3707865,,,,
2015,1,201501,Sydney,Townsville,Sydney - Townsville,350,372.2846442,,,,
2015,1,201501,Sydney,Wagga Wagga,Sydney - Wagga Wagga,250.47,266.4175281,,,,
2015,1,201501,Newcastle,Gold Coast,Newcastle - Gold Coast,118,125.5131086,,,,
2015,2,201502,Adelaide,Brisbane,Adelaide - Brisbane,188,199.9700375,,,,
2015,2,201502,Adelaide,Canberra,Adelaide - Canberra,410,436.1048689,,,,
2015,2,201502,Adelaide,Darwin,Adelaide - Darwin,368,391.4307116,,,,
2015,2,201502,Adelaide,Gold Coast,Adelaide - Gold Coast,304,323.3558052,,,,
2015,2,201502,Adelaide,Melbourne,Adelaide - Melbourne,114,121.258427,,,,
2015,2,201502,Adelaide,Perth,Adelaide - Perth,348,370.1573034,,,,
2015,2,201502,Adelaide,Port Lincoln,Adelaide - Port Lincoln,233.09,247.9309363,,,,
2015,2,201502,Adelaide,Sydney,Adelaide - Sydney,140,148.9138577,,,,
2015,2,201502,Albury,Sydney,Albury - Sydney,258.19,274.6290637,,,,
2015,2,201502,Alice Springs,Melbourne,Alice Springs - Melbourne,724,770.0973783,,,,
2015,2,201502,Alice Springs,Sydney,Alice Springs - Sydney,598,636.0749064,,,,
2015,2,201502,Avalon,Sydney,Avalon - Sydney,98,104.2397004,,,,
2015,2,201502,Ayers Rock,Sydney,Ayers Rock - Sydney,588,625.4382022,,,,
2015,2,201502,Ballina,Sydney,Ballina - Sydney,120,127.6404494,,,,
2015,2,201502,Brisbane,Cairns,Brisbane - Cairns,178,189.3333333,,,,
2015,2,201502,Brisbane,Canberra,Brisbane - Canberra,378,402.0674157,,,,
2015,2,201502,Brisbane,Darwin,Brisbane - Darwin,430,457.3782772,,,,
2015,2,201502,Brisbane,Emerald,Brisbane - Emerald,290,308.4644195,,,,
2015,2,201502,Brisbane,Gladstone,Brisbane - Gladstone,250,265.917603,,,,
2015,2,201502,Brisbane,Hamilton Island,Brisbane - Hamilton Island,334,355.2659176,,,,
2015,2,201502,Brisbane,Mackay,Brisbane - Mackay,148,157.423221,,,,
2015,2,201502,Brisbane,Melbourne,Brisbane - Melbourne,160,170.1872659,,,,
2015,2,201502,Brisbane,Moranbah,Brisbane - Moranbah,390,414.8314607,,,,
2015,2,201502,Brisbane,Mount Isa,Brisbane - Mount Isa,670,712.659176,,,,
2015,2,201502,Brisbane,Perth,Brisbane - Perth,588,625.4382022,,,,
2015,2,201502,Brisbane,Proserpine,Brisbane - Proserpine,198,210.6067416,,,,
2015,2,201502,Brisbane,Rockhampton,Brisbane - Rockhampton,210,223.3707865,,,,
2015,2,201502,Brisbane,Roma,Brisbane - Roma,278,295.7003745,,,,
2015,2,201502,Brisbane,Sydney,Brisbane - Sydney,120,127.6404494,,,,
2015,2,201502,Brisbane,Townsville,Brisbane - Townsville,228,242.5168539,,,,
2015,2,201502,Brisbane,Newcastle,Brisbane - Newcastle,134,142.5318352,,,,
2015,2,201502,Broome,Perth,Broome - Perth,510,542.4719101,,,,
2015,2,201502,Bundaberg,Brisbane,Bundaberg - Brisbane,274,291.4456929,,,,
2015,2,201502,Cairns,Gold Coast,Cairns - Gold Coast,248,263.7902622,,,,
2015,2,201502,Cairns,Melbourne,Cairns - Melbourne,274,291.4456929,,,,
2015,2,201502,Cairns,Sydney,Cairns - Sydney,344,365.9026217,,,,
2015,2,201502,Cairns,Townsville,Cairns - Townsville,250,265.917603,,,,
2015,2,201502,Canberra,Melbourne,Canberra - Melbourne,338,359.5205993,,,,
2015,2,201502,Canberra,Sydney,Canberra - Sydney,278,295.7003745,,,,
2015,2,201502,Coffs Harbour,Sydney,Coffs Harbour - Sydney,114,121.258427,,,,
2015,2,201502,Darwin,Melbourne,Darwin - Melbourne,524,557.3632959,,,,
2015,2,201502,Darwin,Perth,Darwin - Perth,590,627.5655431,,,,
2015,2,201502,Darwin,Sydney,Darwin - Sydney,497,528.6441948,,,,
2015,2,201502,Devonport,Melbourne,Devonport - Melbourne,324,344.6292135,,,,
2015,2,201502,Dubbo,Sydney,Dubbo - Sydney,284.2,302.2951311,,,,
2015,2,201502,Geraldton,Perth,Geraldton - Perth,354,376.5393258,,,,
2015,2,201502,Gold Coast,Sydney,Gold Coast - Sydney,100,106.3670412,,,,
2015,2,201502,Hamilton Island,Sydney,Hamilton Island - Sydney,497,528.6441948,,,,
2015,2,201502,Hobart,Melbourne,Hobart - Melbourne,108,114.8764045,,,,
2015,2,201502,Hobart,Sydney,Hobart - Sydney,258,274.4269663,,,,
2015,2,201502,Kalgoorlie,Perth,Kalgoorlie - Perth,430,457.3782772,,,,
2015,2,201502,Karratha,Perth,Karratha - Perth,618,657.3483146,,,,
2015,2,201502,Launceston,Melbourne,Launceston - Melbourne,140,148.9138577,,,,
2015,2,201502,Launceston,Sydney,Launceston - Sydney,238,253.1535581,,,,
2015,2,201502,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,270,287.1910112,,,,
2015,2,201502,Sunshine Coast,Sydney,Sunshine Coast - Sydney,198,210.6067416,,,,
2015,2,201502,Melbourne,Gold Coast,Melbourne - Gold Coast,180,191.4606742,,,,
2015,2,201502,Melbourne,Mildura,Melbourne - Mildura,238,253.1535581,,,,
2015,2,201502,Melbourne,Perth,Melbourne - Perth,378,402.0674157,,,,
2015,2,201502,Melbourne,Sydney,Melbourne - Sydney,148,157.423221,,,,
2015,2,201502,Melbourne,Newcastle,Melbourne - Newcastle,184,195.7153558,,,,
2015,2,201502,Paraburdoo,Perth,Paraburdoo - Perth,618,657.3483146,,,,
2015,2,201502,Perth,Newman,Perth - Newman,618,657.3483146,,,,
2015,2,201502,Perth,Port Hedland,Perth - Port Hedland,738,784.988764,,,,
2015,2,201502,Perth,Sydney,Perth - Sydney,390,414.8314607,,,,
2015,2,201502,Port Macquarie,Sydney,Port Macquarie - Sydney,258,274.4269663,,,,
2015,2,201502,Sydney,Tamworth,Sydney - Tamworth,210,223.3707865,,,,
2015,2,201502,Sydney,Townsville,Sydney - Townsville,350,372.2846442,,,,
2015,2,201502,Sydney,Wagga Wagga,Sydney - Wagga Wagga,250.47,266.4175281,,,,
2015,2,201502,Newcastle,Gold Coast,Newcastle - Gold Coast,128,136.1498127,,,,
2015,3,201503,Adelaide,Brisbane,Adelaide - Brisbane,188,199.9700375,,,,
2015,3,201503,Adelaide,Canberra,Adelaide - Canberra,410,436.1048689,,,,
2015,3,201503,Adelaide,Darwin,Adelaide - Darwin,338,359.5205993,,,,
2015,3,201503,Adelaide,Gold Coast,Adelaide - Gold Coast,268,285.0636704,,,,
2015,3,201503,Adelaide,Melbourne,Adelaide - Melbourne,94,99.98501873,,,,
2015,3,201503,Adelaide,Perth,Adelaide - Perth,358,380.7940075,,,,
2015,3,201503,Adelaide,Port Lincoln,Adelaide - Port Lincoln,233.09,247.9309363,,,,
2015,3,201503,Adelaide,Sydney,Adelaide - Sydney,180,191.4606742,,,,
2015,3,201503,Albury,Sydney,Albury - Sydney,258.19,274.6290637,,,,
2015,3,201503,Alice Springs,Melbourne,Alice Springs - Melbourne,728,774.3520599,,,,
2015,3,201503,Alice Springs,Sydney,Alice Springs - Sydney,699,743.505618,,,,
2015,3,201503,Avalon,Sydney,Avalon - Sydney,138,146.7865169,,,,
2015,3,201503,Ayers Rock,Sydney,Ayers Rock - Sydney,683,726.4868914,,,,
2015,3,201503,Ballina,Sydney,Ballina - Sydney,130,138.2771536,,,,
2015,3,201503,Brisbane,Cairns,Brisbane - Cairns,198,210.6067416,,,,
2015,3,201503,Brisbane,Canberra,Brisbane - Canberra,378,402.0674157,,,,
2015,3,201503,Brisbane,Darwin,Brisbane - Darwin,430,457.3782772,,,,
2015,3,201503,Brisbane,Emerald,Brisbane - Emerald,278,295.7003745,,,,
2015,3,201503,Brisbane,Gladstone,Brisbane - Gladstone,258,274.4269663,,,,
2015,3,201503,Brisbane,Hamilton Island,Brisbane - Hamilton Island,558,593.5280899,,,,
2015,3,201503,Brisbane,Mackay,Brisbane - Mackay,158,168.0599251,,,,
2015,3,201503,Brisbane,Melbourne,Brisbane - Melbourne,164,174.4419476,,,,
2015,3,201503,Brisbane,Moranbah,Brisbane - Moranbah,390,414.8314607,,,,
2015,3,201503,Brisbane,Mount Isa,Brisbane - Mount Isa,740,787.1161049,,,,
2015,3,201503,Brisbane,Perth,Brisbane - Perth,644,685.0037453,,,,
2015,3,201503,Brisbane,Proserpine,Brisbane - Proserpine,190,202.0973783,,,,
2015,3,201503,Brisbane,Rockhampton,Brisbane - Rockhampton,210,223.3707865,,,,
2015,3,201503,Brisbane,Roma,Brisbane - Roma,314,333.9925094,,,,
2015,3,201503,Brisbane,Sydney,Brisbane - Sydney,150,159.5505618,,,,
2015,3,201503,Brisbane,Townsville,Brisbane - Townsville,208,221.2434457,,,,
2015,3,201503,Brisbane,Newcastle,Brisbane - Newcastle,164,174.4419476,,,,
2015,3,201503,Broome,Perth,Broome - Perth,540,574.3820225,,,,
2015,3,201503,Bundaberg,Brisbane,Bundaberg - Brisbane,254,270.1722846,,,,
2015,3,201503,Cairns,Gold Coast,Cairns - Gold Coast,240,255.2808989,,,,
2015,3,201503,Cairns,Melbourne,Cairns - Melbourne,258,274.4269663,,,,
2015,3,201503,Cairns,Sydney,Cairns - Sydney,310,329.7378277,,,,
2015,3,201503,Cairns,Townsville,Cairns - Townsville,250,265.917603,,,,
2015,3,201503,Canberra,Melbourne,Canberra - Melbourne,338,359.5205993,,,,
2015,3,201503,Canberra,Sydney,Canberra - Sydney,278,295.7003745,,,,
2015,3,201503,Coffs Harbour,Sydney,Coffs Harbour - Sydney,104,110.6217228,,,,
2015,3,201503,Darwin,Melbourne,Darwin - Melbourne,508,540.3445693,,,,
2015,3,201503,Darwin,Perth,Darwin - Perth,590,627.5655431,,,,
2015,3,201503,Darwin,Sydney,Darwin - Sydney,438,465.8876404,,,,
2015,3,201503,Devonport,Melbourne,Devonport - Melbourne,314,333.9925094,,,,
2015,3,201503,Dubbo,Sydney,Dubbo - Sydney,285.3,303.4651685,,,,
2015,3,201503,Geraldton,Perth,Geraldton - Perth,338,359.5205993,,,,
2015,3,201503,Gold Coast,Sydney,Gold Coast - Sydney,110,117.0037453,,,,
2015,3,201503,Hamilton Island,Sydney,Hamilton Island - Sydney,460,489.2883895,,,,
2015,3,201503,Hobart,Melbourne,Hobart - Melbourne,114,121.258427,,,,
2015,3,201503,Hobart,Sydney,Hobart - Sydney,218,231.8801498,,,,
2015,3,201503,Kalgoorlie,Perth,Kalgoorlie - Perth,434.87,462.5583521,,,,
2015,3,201503,Karratha,Perth,Karratha - Perth,618,657.3483146,,,,
2015,3,201503,Launceston,Melbourne,Launceston - Melbourne,120,127.6404494,,,,
2015,3,201503,Launceston,Sydney,Launceston - Sydney,170,180.82397,,,,
2015,3,201503,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,260,276.5543071,,,,
2015,3,201503,Sunshine Coast,Sydney,Sunshine Coast - Sydney,198,210.6067416,,,,
2015,3,201503,Melbourne,Gold Coast,Melbourne - Gold Coast,248,263.7902622,,,,
2015,3,201503,Melbourne,Mildura,Melbourne - Mildura,255.93,272.2251685,,,,
2015,3,201503,Melbourne,Perth,Melbourne - Perth,338,359.5205993,,,,
2015,3,201503,Melbourne,Sydney,Melbourne - Sydney,128,136.1498127,,,,
2015,3,201503,Melbourne,Newcastle,Melbourne - Newcastle,164,174.4419476,,,,
2015,3,201503,Paraburdoo,Perth,Paraburdoo - Perth,618,657.3483146,,,,
2015,3,201503,Perth,Newman,Perth - Newman,618,657.3483146,,,,
2015,3,201503,Perth,Port Hedland,Perth - Port Hedland,688,731.8052434,,,,
2015,3,201503,Perth,Sydney,Perth - Sydney,374,397.8127341,,,,
2015,3,201503,Port Macquarie,Sydney,Port Macquarie - Sydney,258,274.4269663,,,,
2015,3,201503,Sydney,Tamworth,Sydney - Tamworth,210,223.3707865,,,,
2015,3,201503,Sydney,Townsville,Sydney - Townsville,350,372.2846442,,,,
2015,3,201503,Sydney,Wagga Wagga,Sydney - Wagga Wagga,252.67,268.757603,,,,
2015,3,201503,Newcastle,Gold Coast,Newcastle - Gold Coast,138,146.7865169,,,,
2015,4,201504,Adelaide,Brisbane,Adelaide - Brisbane,138,145.8306977,,,,
2015,4,201504,Adelaide,Canberra,Adelaide - Canberra,388,410.0167442,,,,
2015,4,201504,Adelaide,Darwin,Adelaide - Darwin,288,304.3423256,,,,
2015,4,201504,Adelaide,Gold Coast,Adelaide - Gold Coast,218,230.3702326,,,,
2015,4,201504,Adelaide,Melbourne,Adelaide - Melbourne,98,103.5609302,,,,
2015,4,201504,Adelaide,Perth,Adelaide - Perth,397,419.5274419,,,,
2015,4,201504,Adelaide,Port Lincoln,Adelaide - Port Lincoln,235.29,248.6413395,,,,
2015,4,201504,Adelaide,Sydney,Adelaide - Sydney,110,116.2418605,,,,
2015,4,201504,Albury,Sydney,Albury - Sydney,258,272.64,,,,
2015,4,201504,Alice Springs,Melbourne,Alice Springs - Melbourne,668,705.9051163,,,,
2015,4,201504,Alice Springs,Sydney,Alice Springs - Sydney,649,685.8269767,,,,
2015,4,201504,Avalon,Sydney,Avalon - Sydney,110,116.2418605,,,,
2015,4,201504,Ayers Rock,Sydney,Ayers Rock - Sydney,318,336.0446512,,,,
2015,4,201504,Ballina,Sydney,Ballina - Sydney,114,120.4688372,,,,
2015,4,201504,Brisbane,Cairns,Brisbane - Cairns,188,198.667907,,,,
2015,4,201504,Brisbane,Canberra,Brisbane - Canberra,354,374.0874419,,,,
2015,4,201504,Brisbane,Darwin,Brisbane - Darwin,328,346.612093,,,,
2015,4,201504,Brisbane,Emerald,Brisbane - Emerald,278,293.7748837,,,,
2015,4,201504,Brisbane,Gladstone,Brisbane - Gladstone,258,272.64,,,,
2015,4,201504,Brisbane,Hamilton Island,Brisbane - Hamilton Island,260,274.7534884,,,,
2015,4,201504,Brisbane,Mackay,Brisbane - Mackay,158,166.9655814,,,,
2015,4,201504,Brisbane,Melbourne,Brisbane - Melbourne,130,137.3767442,,,,
2015,4,201504,Brisbane,Moranbah,Brisbane - Moranbah,398,420.584186,,,,
2015,4,201504,Brisbane,Mount Isa,Brisbane - Mount Isa,678,716.4725581,,,,
2015,4,201504,Brisbane,Perth,Brisbane - Perth,564,596.0037209,,,,
2015,4,201504,Brisbane,Proserpine,Brisbane - Proserpine,134,141.6037209,,,,
2015,4,201504,Brisbane,Rockhampton,Brisbane - Rockhampton,218,230.3702326,,,,
2015,4,201504,Brisbane,Roma,Brisbane - Roma,280,295.8883721,,,,
2015,4,201504,Brisbane,Sydney,Brisbane - Sydney,98,103.5609302,,,,
2015,4,201504,Brisbane,Townsville,Brisbane - Townsville,174,183.8734884,,,,
2015,4,201504,Brisbane,Newcastle,Brisbane - Newcastle,128,135.2632558,,,,
2015,4,201504,Broome,Perth,Broome - Perth,528,557.9609302,,,,
2015,4,201504,Bundaberg,Brisbane,Bundaberg - Brisbane,238,251.5051163,,,,
2015,4,201504,Cairns,Gold Coast,Cairns - Gold Coast,204,215.575814,,,,
2015,4,201504,Cairns,Melbourne,Cairns - Melbourne,178,188.1004651,,,,
2015,4,201504,Cairns,Sydney,Cairns - Sydney,178,188.1004651,,,,
2015,4,201504,Cairns,Townsville,Cairns - Townsville,250,264.1860465,,,,
2015,4,201504,Canberra,Melbourne,Canberra - Melbourne,318,336.0446512,,,,
2015,4,201504,Canberra,Sydney,Canberra - Sydney,278,293.7748837,,,,
2015,4,201504,Coffs Harbour,Sydney,Coffs Harbour - Sydney,104,109.9013953,,,,
2015,4,201504,Darwin,Melbourne,Darwin - Melbourne,436,460.7404651,,,,
2015,4,201504,Darwin,Perth,Darwin - Perth,574,606.5711628,,,,
2015,4,201504,Darwin,Sydney,Darwin - Sydney,324,342.3851163,,,,
2015,4,201504,Devonport,Melbourne,Devonport - Melbourne,314,331.8176744,,,,
2015,4,201504,Dubbo,Sydney,Dubbo - Sydney,254.5,268.9413953,,,,
2015,4,201504,Geraldton,Perth,Geraldton - Perth,330,348.7255814,,,,
2015,4,201504,Gold Coast,Sydney,Gold Coast - Sydney,78,82.42604651,,,,
2015,4,201504,Hamilton Island,Sydney,Hamilton Island - Sydney,388,410.0167442,,,,
2015,4,201504,Hobart,Melbourne,Hobart - Melbourne,78,82.42604651,,,,
2015,4,201504,Hobart,Sydney,Hobart - Sydney,164,173.3060465,,,,
2015,4,201504,Kalgoorlie,Perth,Kalgoorlie - Perth,398,420.584186,,,,
2015,4,201504,Karratha,Perth,Karratha - Perth,630,665.7488372,,,,
2015,4,201504,Launceston,Melbourne,Launceston - Melbourne,114,120.4688372,,,,
2015,4,201504,Launceston,Sydney,Launceston - Sydney,134,141.6037209,,,,
2015,4,201504,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,334,352.9525581,,,,
2015,4,201504,Sunshine Coast,Sydney,Sunshine Coast - Sydney,144,152.1711628,,,,
2015,4,201504,Melbourne,Gold Coast,Melbourne - Gold Coast,158,166.9655814,,,,
2015,4,201504,Melbourne,Mildura,Melbourne - Mildura,234,247.2781395,,,,
2015,4,201504,Melbourne,Perth,Melbourne - Perth,258,272.64,,,,
2015,4,201504,Melbourne,Sydney,Melbourne - Sydney,118,124.695814,,,,
2015,4,201504,Melbourne,Newcastle,Melbourne - Newcastle,118,124.695814,,,,
2015,4,201504,Paraburdoo,Perth,Paraburdoo - Perth,638,674.2027907,,,,
2015,4,201504,Perth,Newman,Perth - Newman,598,631.9330233,,,,
2015,4,201504,Perth,Port Hedland,Perth - Port Hedland,750,792.5581395,,,,
2015,4,201504,Perth,Sydney,Perth - Sydney,294,310.6827907,,,,
2015,4,201504,Port Macquarie,Sydney,Port Macquarie - Sydney,258,272.64,,,,
2015,4,201504,Sydney,Tamworth,Sydney - Tamworth,210,221.9162791,,,,
2015,4,201504,Sydney,Townsville,Sydney - Townsville,244,257.8455814,,,,
2015,4,201504,Sydney,Wagga Wagga,Sydney - Wagga Wagga,323.07,341.4023442,,,,
2015,4,201504,Newcastle,Gold Coast,Newcastle - Gold Coast,138,145.8306977,,,,
2015,5,201505,Adelaide,Brisbane,Adelaide - Brisbane,150,158.5116279,,,,
2015,5,201505,Adelaide,Canberra,Adelaide - Canberra,418,441.7190698,,,,
2015,5,201505,Adelaide,Darwin,Adelaide - Darwin,358,378.3144186,,,,
2015,5,201505,Adelaide,Gold Coast,Adelaide - Gold Coast,268,283.2074419,,,,
2015,5,201505,Adelaide,Melbourne,Adelaide - Melbourne,90,95.10697674,,,,
2015,5,201505,Adelaide,Perth,Adelaide - Perth,318,336.0446512,,,,
2015,5,201505,Adelaide,Port Lincoln,Adelaide - Port Lincoln,235.29,248.6413395,,,,
2015,5,201505,Adelaide,Sydney,Adelaide - Sydney,124,131.0362791,,,,
2015,5,201505,Albury,Sydney,Albury - Sydney,258,272.64,,,,
2015,5,201505,Alice Springs,Melbourne,Alice Springs - Melbourne,608,642.5004651,,,,
2015,5,201505,Alice Springs,Sydney,Alice Springs - Sydney,658,695.3376744,,,,
2015,5,201505,Avalon,Sydney,Avalon - Sydney,110,116.2418605,,,,
2015,5,201505,Ayers Rock,Sydney,Ayers Rock - Sydney,403,425.867907,,,,
2015,5,201505,Ballina,Sydney,Ballina - Sydney,110,116.2418605,,,,
2015,5,201505,Brisbane,Cairns,Brisbane - Cairns,198,209.2353488,,,,
2015,5,201505,Brisbane,Canberra,Brisbane - Canberra,378,399.4493023,,,,
2015,5,201505,Brisbane,Darwin,Brisbane - Darwin,398,420.584186,,,,
2015,5,201505,Brisbane,Emerald,Brisbane - Emerald,278,293.7748837,,,,
2015,5,201505,Brisbane,Gladstone,Brisbane - Gladstone,258,272.64,,,,
2015,5,201505,Brisbane,Hamilton Island,Brisbane - Hamilton Island,310,327.5906977,,,,
2015,5,201505,Brisbane,Mackay,Brisbane - Mackay,158,166.9655814,,,,
2015,5,201505,Brisbane,Melbourne,Brisbane - Melbourne,150,158.5116279,,,,
2015,5,201505,Brisbane,Moranbah,Brisbane - Moranbah,398,420.584186,,,,
2015,5,201505,Brisbane,Mount Isa,Brisbane - Mount Isa,740,781.9906977,,,,
2015,5,201505,Brisbane,Perth,Brisbane - Perth,598,631.9330233,,,,
2015,5,201505,Brisbane,Proserpine,Brisbane - Proserpine,160,169.0790698,,,,
2015,5,201505,Brisbane,Rockhampton,Brisbane - Rockhampton,218,230.3702326,,,,
2015,5,201505,Brisbane,Roma,Brisbane - Roma,280,295.8883721,,,,
2015,5,201505,Brisbane,Sydney,Brisbane - Sydney,110,116.2418605,,,,
2015,5,201505,Brisbane,Townsville,Brisbane - Townsville,218,230.3702326,,,,
2015,5,201505,Brisbane,Newcastle,Brisbane - Newcastle,184,194.4409302,,,,
2015,5,201505,Broome,Perth,Broome - Perth,598,631.9330233,,,,
2015,5,201505,Bundaberg,Brisbane,Bundaberg - Brisbane,264,278.9804651,,,,
2015,5,201505,Cairns,Gold Coast,Cairns - Gold Coast,270,285.3209302,,,,
2015,5,201505,Cairns,Melbourne,Cairns - Melbourne,190,200.7813953,,,,
2015,5,201505,Cairns,Sydney,Cairns - Sydney,238,251.5051163,,,,
2015,5,201505,Cairns,Townsville,Cairns - Townsville,250,264.1860465,,,,
2015,5,201505,Canberra,Melbourne,Canberra - Melbourne,338,357.1795349,,,,
2015,5,201505,Canberra,Sydney,Canberra - Sydney,278,293.7748837,,,,
2015,5,201505,Coffs Harbour,Sydney,Coffs Harbour - Sydney,90,95.10697674,,,,
2015,5,201505,Darwin,Melbourne,Darwin - Melbourne,556,587.5497674,,,,
2015,5,201505,Darwin,Perth,Darwin - Perth,610,644.6139535,,,,
2015,5,201505,Darwin,Sydney,Darwin - Sydney,468,494.5562791,,,,
2015,5,201505,Devonport,Melbourne,Devonport - Melbourne,314,331.8176744,,,,
2015,5,201505,Dubbo,Sydney,Dubbo - Sydney,288.6,304.9763721,,,,
2015,5,201505,Geraldton,Perth,Geraldton - Perth,350,369.8604651,,,,
2015,5,201505,Gold Coast,Sydney,Gold Coast - Sydney,78,82.42604651,,,,
2015,5,201505,Hamilton Island,Sydney,Hamilton Island - Sydney,338,357.1795349,,,,
2015,5,201505,Hobart,Melbourne,Hobart - Melbourne,104,109.9013953,,,,
2015,5,201505,Hobart,Sydney,Hobart - Sydney,190,200.7813953,,,,
2015,5,201505,Kalgoorlie,Perth,Kalgoorlie - Perth,438,462.8539535,,,,
2015,5,201505,Karratha,Perth,Karratha - Perth,630,665.7488372,,,,
2015,5,201505,Launceston,Melbourne,Launceston - Melbourne,120,126.8093023,,,,
2015,5,201505,Launceston,Sydney,Launceston - Sydney,138,145.8306977,,,,
2015,5,201505,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,240,253.6186047,,,,
2015,5,201505,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,188.1004651,,,,
2015,5,201505,Melbourne,Gold Coast,Melbourne - Gold Coast,150,158.5116279,,,,
2015,5,201505,Melbourne,Mildura,Melbourne - Mildura,250,264.1860465,,,,
2015,5,201505,Melbourne,Perth,Melbourne - Perth,294,310.6827907,,,,
2015,5,201505,Melbourne,Sydney,Melbourne - Sydney,98,103.5609302,,,,
2015,5,201505,Melbourne,Newcastle,Melbourne - Newcastle,154,162.7386047,,,,
2015,5,201505,Paraburdoo,Perth,Paraburdoo - Perth,638,674.2027907,,,,
2015,5,201505,Perth,Newman,Perth - Newman,598,631.9330233,,,,
2015,5,201505,Perth,Port Hedland,Perth - Port Hedland,694,733.3804651,,,,
2015,5,201505,Perth,Sydney,Perth - Sydney,348,367.7469767,,,,
2015,5,201505,Port Macquarie,Sydney,Port Macquarie - Sydney,258,272.64,,,,
2015,5,201505,Sydney,Tamworth,Sydney - Tamworth,210,221.9162791,,,,
2015,5,201505,Sydney,Townsville,Sydney - Townsville,298,314.9097674,,,,
2015,5,201505,Sydney,Wagga Wagga,Sydney - Wagga Wagga,257.07,271.6572279,,,,
2015,5,201505,Newcastle,Gold Coast,Newcastle - Gold Coast,138,145.8306977,,,,
2015,6,201506,Adelaide,Brisbane,Adelaide - Brisbane,178,188.1004651,,,,
2015,6,201506,Adelaide,Canberra,Adelaide - Canberra,418,441.7190698,,,,
